Area,Price,Type,Area
Ideal Homes Township,3.50 Cr,10 BHK Residential House,6500 sqft
Shashadripuram,1.10 Cr,2 BHK Flat for sale in Shashadripuram,980 sqft
Kadugodi,1.0 Cr,5 BHK Residential House,1200 sqft
Yelahanka,79.5 Lac,3 BHK Flat for sale in Yelahanka,1475 sqft
Hosur Road - Electronic City,3.0 Cr,> 10 BHK Residential House,6000 sqft
Cooke Town,65.0 Lac,2 BHK Flat for sale in Cooke Town,1000 sqft
JP Nagar Phase 5,48.0 Lac,2 BHK 1050 Sq-ft Flat/Apartment for Sale in JP Nagar Phase 5,850 sqft
B Channasandra,56.2 Lac,3 BHK Villa,1200 sqft
Cholur palya,60.0 Lac,2 BHK Residential House,600 sqft
Whitefield,39.0 Lac,2 BHK Villa,600 sqft
Vasanthapura,18.0 Lac,1 BHK 450 Sq-ft Flat/Apartment for Sale in Vasanthapura,450 sqft
Glass factory layout,35.0 Lac,2 BHK 1050 Sq-ft Flat/Apartment for Sale in Glass factory layout,1050 sqft
Yelahanka Air Force base,26.4 Lac,Residential Plot,1200 sqft
ISRO Layout,1.38 Cr,4 BHK Villa,750 sqft
ITPL,65.2 Lac,3 BHK Villa,1125 sqft
ITPL,65.1 Lac,3 BHK Villa,1102 sqft
Chandapura,18.4 Lac,1 BHK Flat for sale in Chandapura,416 sqft
Electronic City,49.9 Lac,3 BHK Villa,1256 sqft
Panathur,65.0 Lac,2 BHK Flat for sale in Panathur,800 sqft
HSR Layout,1.85 Cr,3 BHK Flat for sale in HSR Layout,1500 sqft
Yemalur,99.0 Lac,2 BHK Flat for sale in Yemalur,1341 sqft
Begur Road,39.0 Lac,3 BHK Flat for sale in Begur Road,1280 sqft
Majestic,1.0 Cr,2 BHK Flat for sale in Majestic,1481 sqft
Siddapur,1.35 Cr,3 BHK Flat for sale in Siddapur,1990 sqft
BTM Layout Stage 2,1.25 Cr,3 BHK Flat for sale in BTM Layout Stage 2,1400 sqft
Doddaballapur Road,38.5 Lac,1 BHK Flat for sale in Doddaballapur Road,602 sqft
ECC Road,1.95 Cr,3 BHK Residential House - 2400 Sq-ft,2400 sqft
Hebbal,1.30 Cr,2 BHK Flat for sale in Hebbal,1292 sqft
Haralur Road,95.0 Lac,2 BHK Flat for sale in Haralur Road,1290 sqft
Shikaripalya,44.5 Lac,3 BHK 1300 Sq-ft Flat/Apartment for Sale in Shikaripalya,960 sqft
PNB Layout,1.4 Lac,9 BHK Residential House,650 sqft
Doddaballapur Road,40.0 Lac,3 BHK 1075 Sq-ft Flat/Apartment for Sale in Doddaballapur Road,1075 sqft
Akshayanagar,45.0 Lac,2 BHK 1024 Sq-ft Flat/Apartment for Sale in Akshayanagar,800 sqft
Whitefield,1.12 Cr,Residential Plot,2506 sqft
Haralur Road,1.60 Cr,3 BHK Flat for sale in Haralur Road,1572 sqft
Whitefield,39.0 Lac,2 BHK Villa,600 sqft
Hanumanthappa Layout-Sultanpaya,1.40 Cr,2 BHK Residential House,1475 sqft
Hemmigepura Ward no 198,72.0 Lac,Residential Plot,2400 sqft
Horamavu,42.0 Lac,2 BHK Flat for sale in Horamavu,1100 sqft
Whitefield,39.0 Lac,2 BHK Villa,600 sqft
Sarjapur Road,1.25 Cr,3 BHK Flat for sale in Sarjapur Road,1655 sqft
Rajaji Nagar,1.55 Cr,3 BHK Flat for sale in Rajaji Nagar,1621 sqft
Arakere,60.0 Lac,2 BHK Flat for sale in Arakere,1040 sqft
Bellandur-Marathahalli,1.05 Cr,3 BHK Flat for sale in Bellandur-Marathahalli,1667 sqft
Begur Road,80.0 Lac,3 BHK Flat for sale in Begur Road,1395 sqft
Hennur,1.50 Cr,3 BHK Flat for sale in Hennur,1997 sqft
Electronic City,67.0 Lac,2 BHK Flat for sale in Electronic City,1128 sqft
Kengeri Satellite Town,1.60 Cr,3 BHK Residential House,2200 sqft
Udaya nagar,95.0 Lac,6 BHK Residential House,2400 sqft
Sarjapur,39.0 Lac,Residential Plot,1500 sqft
Unknown,1.10 Cr,3 BHK Villa,2400 sqft
Kacharakanahalli,65.0 Lac,4 BHK Builder Floor,1600 sqft
Margondanahalli,78.0 Lac,2 BHK Residential House,1100 sqft
Totadaguddadahalli,65.0 Lac,4 BHK Residential House,850 sqft
Thanisandra,57.0 Lac,3 BHK 1602 Sq-ft Flat/Apartment for Sale in Thanisandra,1550 sqft
Manjunatha Layout-Murugeshpalya,55.0 Lac,2 BHK Flat for sale in Manjunatha Layout-Murugeshpalya,1025 sqft
Old Airport Road,62.0 Lac,2 BHK 1050 Sq-ft Flat/Apartment for Sale in Old Airport Road,1050 sqft
Marathahalli-Sarjapur Outer Ring Road,95.0 Lac,3 BHK 1768 Sq-ft Flat/Apartment for Sale in Marathahalli-Sarjapur Outer Ring Road,1600 sqft
Padmanabha nagar,32.0 Lac,2 BHK 800 Sq-ft Flat/Apartment for Sale in Near Ravi Gas Agency,600 sqft
West Of Chord Road,78.0 Lac,2 BHK 1000 Sq-ft Flat/Apartment for Sale in West Of Chord Road,900 sqft
Nagarbhavi Stage 2,50.0 Lac,2 BHK 1085 Sq-ft Flat/Apartment for Sale in Nagarbhavi Stage 2,1000 sqft
Doddakannelli,72.0 Lac,3 BHK Flat for sale in Doddakannelli,1566 sqft
Vidyaranyapura,65.0 Lac,2 BHK 1040 Sq-ft Flat/Apartment for Sale in Vidyaranyapura,520 sqft
Banashankari Stage 3,65.0 Lac,3 BHK 1111 Sq-ft Flat/Apartment for Sale in Banashankari Stage 3,880 sqft
Kanakapura Road,62.0 Lac,2 BHK Flat for sale in Kanakapura Road,820 sqft
Anjanapura Township Block 11,30.0 Lac,Residential Plot,600 sqyrd
Rajarajeshwari Nagar,50.0 Lac,2 BHK Flat for sale in Rajarajeshwari Nagar,1090 sqft
Electronic City,21.0 Lac,Residential Plot,1200 sqft
Anugraha Layout,55.0 Lac,2 BHK 1120 Sq-ft Flat/Apartment for Sale in Anugraha Layout,900 sqft
Rampura,36.6 Lac,Residential Plot,1307 sqft
Chansandra,56.0 Lac,3 BHK Villa,1050 sqft
Rachenahalli,3.11 Cr,Residential Plot,4000 sqft
ITPL,91.4 Lac,3 BHK Villa,1500 sqft
Kanakapura Road,45.0 Lac,Residential Plot,1200 sqyrd
Chandapura,23.0 Lac,Residential Plot,1200 sqft
Hoodi Circle,86.0 Lac,3 BHK Flat for sale in Hoodi Circle,1275 sqft
Yelahanka New Town,90.0 Lac,3 BHK Flat for sale in Yelahanka New Town,1500 sqft
Gunjur,54.0 Lac,2 BHK 1210 Sq-ft Flat/Apartment for Sale in Gunjur,1210 sqft
Sarjapur Road,91.0 Lac,3 BHK Flat for sale in Sarjapur Road,2600 sqft
Vijaya Bank Layout,90.0 Lac,Flat,North
Bannerghatta Road,1.02 Cr,3 BHK Penthouse,1711 sqft
Bellandur,52.0 Lac,2 BHK Flat for sale in Bellandur,1242 sqft
JP Nagar Phase 5,35.0 Lac,1 BHK 580 Sq-ft Flat/Apartment for Sale in JP Nagar Phase 5,580 sqft
Chikkabidarakallu,4.0 Cr,4 BHK Villa,3124 sqft
Rajarajeshwari Nagar,70.0 Lac,2 BHK Flat for sale in Rajarajeshwari Nagar,920 sqft
Unknown,60.0 Lac,Residential Plot,2400 sqft
Hennur,85.0 Lac,2 BHK Flat for sale in Hennur,1710 sqft
Unknown,36.0 Lac,2 BHK Flat,990 sqft
Haralur Road,1.40 Cr,3 BHK Flat for sale in Haralur Road,1709 sqft
Whitefield,68.0 Lac,2 BHK 1240 Sq-ft Flat/Apartment for Sale in Whitefield,1240 sqft
Sarjapur Road,4.0 Cr,5 BHK Residential House,4200 sqft
Yelahanka New Town,95.0 Lac,3 BHK Flat for sale in sector A,1600 sqft
Kalyan Nagar,1.65 Cr,3 BHK Builder Floor,1650 sqft
Narayanappa Garden,80.0 Lac,2 BHK Builder Floor,1050 sqft
Nallurhalli,1.20 Cr,3 BHK Residential House - 1625 Sq-ft,1625 sqft
Sarjapur-Attibele Road,50.0 Lac,2 BHK Flat for sale in Bidarguppe,960 sqft
EPIP Zone,6.50 Cr,4 BHK 5924 Sq-ft Flat/Apartment for Sale in EPIP Zone,5500 sqft
Naganathapura,48.0 Lac,3 BHK Flat for sale in Naganathapura,1370 sqft
RMV Extension Stage 2,67.0 Lac,2 BHK 1395 Sq-ft Flat/Apartment for Sale in RMV Extension Stage 2,1395 sqft
Vishweshwaraiah Layout,2.50 Cr,3 BHK Residential House,3000 sqft
Hosur Road,50.0 Lac,3 BHK Flat for sale in Hosur Road,850 sqft
Amruthnagar,1.40 Cr,2 BHK Residential House,1200 sqft
Kowdenahalli,47.0 Lac,2 BHK Flat for sale in Kowdenahalli,900 sqft
Banashankari Stage 3,1.50 Cr,3 BHK 1847 Sq-ft Flat/Apartment for Sale in Banashankari Stage 3,1650 sqft
Silver Oak Layout,88.0 Lac,3 BHK Flat for sale in Silver Oak Layout,1200 sqft
Tigalarpalya,59.0 Lac,2 BHK 1200 Sq-ft Flat/Apartment for Sale in Tigalarpalya,1100 sqft
Ashok nagar - BSK Stage 1,1.95 Cr,> 10 BHK Residential House,3500 sqft
Doddakallasandra,1.10 Cr,3 BHK Builder Floor,2250 sqft
Kanakapura Road,72.0 Lac,3 BHK Builder Floor,1310 sqft
Anekal Main Road,30.0 Lac,2 BHK Builder Floor,805 sqft
Begur Road,70.0 Lac,3 BHK Flat for sale in Begur Road,1260 sqft
Bellandur,1.10 Cr,3 BHK Flat for sale in Bellandur,2080 sqft
Hoskote,28.0 Lac,2 BHK 917 Sq-ft Flat/Apartment for Sale in Hoskote,917 sqft
Kadugodi,60.0 Lac,3 BHK 1465 Sq-ft Flat/Apartment for Sale in Kadugodi,1200 sqft
Neeladri nagar,50.0 Lac,2 BHK Builder Floor,1000 sqft
Rajarajeshwari Nagar,60.0 Lac,2 BHK Flat for sale in Rajarajeshwari Nagar,1076 sqft
Kodichikkanahalli Main Road,25.0 Lac,1 BHK 600 Sq-ft Flat/Apartment for Sale in Kodichikkanahalli Main Road,600 sqft
Electronic City,50.0 Lac,3 BHK 1300 Sq-ft Flat/Apartment for Sale in Electronic City,1160 sqft
Gubbalala,74.0 Lac,2 BHK Flat for sale in Gubbalala,1285 sqft
Bellandur,1.40 Cr,3 BHK 1700 Sq-ft Flat/Apartment for Sale in Bellandur,1450 sqft
Electronic City Phase 2,42.0 Lac,2 BHK Builder Floor,963 sqft
Tumkur Road,68.0 Lac,2 BHK Flat for sale in Tumkur Road,1300 sqft
Electronics City Phase 1,55.5 Lac,2 BHK 1200 Sq-ft Flat/Apartment for Sale in Electronics City Phase 1,739 sqft
Hemmigepura Ward no 198,50.0 Lac,2 BHK 1110 Sq-ft Flat/Apartment for Sale in Hemmigepura Ward no 198,1000 sqft
Gollahalli-Electronic City,69.0 Lac,3 BHK 1500 Sq-ft Flat/Apartment for Sale in Gollahalli-Electronic City,1250 sqft
Seegehalli-K R Puram,1.27 Cr,3 BHK 1760 Sq-ft Flat/Apartment for Sale in Seegehalli-K R Puram,1260 sqft
Nagadevana Halli,58.0 Lac,3 BHK Flat for sale in Nagadevana Halli,1100 sqft
Kaggadasapura,55.5 Lac,3 BHK 1350 Sq-ft Flat/Apartment for Sale in Kaggadasapura,1350 sqft
Halasuru,1.40 Cr,2 BHK Flat for sale in Osborne Road,1350 sqft
Unknown,1.80 Cr,2 BHK Builder Floor,2400 sqft
Hadosiddapura,52.0 Lac,2 BHK Builder Floor,984 sqft
Unknown,46.0 Lac,2 BHK Flat,1200 sqft
Someswar layout,60.0 Lac,3 BHK Flat for sale in Someswar layout,1100 sqft
Ramagondanahalli-Whitefield,3.75 Cr,4 BHK Villa,4019 sqft
Basaveshvara Nagar,6.25 Cr,> 10 BHK Residential House,8200 sqft
Hoodi Circle,83.0 Lac,2 BHK Flat for sale in Hoodi Circle,1057 sqft
Kanakanagar,50.0 Lac,2 BHK 1292 Sq-ft Flat/Apartment for Sale in Kanakanagar,1050 sqft
Doddakallasandra,85.0 Lac,3 BHK Builder Floor,1590 sqft
Singasandra,60.0 Lac,3 BHK Flat for sale in Singasandra,1400 sqft
Tumkur Road,68.0 Lac,2 BHK Flat for sale in Hessarghata Main Road,1325 sqft
Electronic City,2.60 Cr,5 BHK Villa,4800 sqft
Hebbal,74.9 Lac,2 BHK Flat for sale in Hebbal,1040 sqft
Jakkur Road,74.0 Lac,3 BHK Flat for sale in Jakkur Road,1100 sqft
Vidyaranyapura,55.0 Lac,2 BHK Builder Floor,1100 sqft
JP Nagar,92.0 Lac,3 BHK Flat for sale in JP Nagar,1559 sqft
Malleshwaram,1.60 Cr,2 BHK 1082 Sq-ft Flat/Apartment for Sale in Malleshwaram,1082 sqft
Nallurhalli,62.0 Lac,2 BHK 1050 Sq-ft Flat/Apartment for Sale in Nallurhalli,700 sqft
Nagarbhavi Stage 2,1.90 Cr,4 BHK Builder Floor,2050 sqft
Yelahanka,1.10 Cr,3 BHK 2026 Sq-ft Flat/Apartment for Sale in Yelahanka,2026 sqft
Sarjapur,1.10 Cr,4 BHK Villa,2200 sqft
Thanisandra,1.60 Cr,2 BHK Flat for sale in Thanisandra,1400 sqft
Anekal,8.4 Lac,Residential Plot,1200 sqft
Doddanekundi,60.0 Lac,2 BHK 1148 Sq-ft Flat/Apartment for Sale in Doddanekundi,1148 sqft
Kanakapura Road,52.0 Lac,2 BHK Flat for sale in Kanakapura Road,950 sqft
Brindavan Layout,80.0 Lac,3 BHK 1857 Sq-ft Flat/Apartment for Sale in Brindavan Layout,1857 sqft
Anekal,50.0 Lac,2 BHK Residential House - 1200 Sq-ft,1200 sqft
JP Nagar Phase 5,2.70 Cr,3 BHK Villa,1200 sqft
Thambuchetty Palya,47.5 Lac,2 BHK 1320 Sq-ft Flat/Apartment for Sale in Thambuchetty Palya,1150 sqft
Hunasamaranahalli,1.50 Cr,4 BHK Residential House,2100 sqft
Thanisandra Main Road,85.0 Lac,3 BHK Flat for sale in Thanisandra Main Road,900 sqft
Chikkalasandra,42.0 Lac,2 BHK Builder Floor,900 sqft
Varthur,76.0 Lac,5 BHK Builder Floor,600 sqft
Whitefield,75.0 Lac,2 BHK 1271 Sq-ft Flat/Apartment for Sale in Whitefield,1271 sqft
Sarjapur,1.20 Cr,Residential Plot,4083 sqft
Haralur Road,75.0 Lac,3 BHK 1400 Sq-ft Flat/Apartment for Sale in Haralur Road,1400 sqft
Sarjapur Road,79.9 Lac,2 BHK Flat for sale in Sarjapur Road,1378 sqft
Vasanthapura,70.0 Lac,3 BHK Builder Floor,1700 sqft
Vishwapriya Nagar,52.0 Lac,2 BHK Flat for sale in Vishwapriya Nagar,1000 sqft
Horamavu,65.0 Lac,2 BHK Flat for sale in Horamavu,900 sqft
Sarjapur Road,55.0 Lac,2 BHK Flat for sale in Sarjapur Road,900 sqft
Raghuvanahalli-BCMC Layout,1.60 Cr,3 BHK Residential House,2900 sqft
Sadananda Nagar,85.0 Lac,3 BHK Flat for sale in Sadananda Nagar,1200 sqft
MS Palya,1.35 Cr,5 BHK Residential House,3500 sqft
Hennur Main Road,2.60 Cr,4 BHK Penthouse,3000 sqft
Jalahalli West,60.0 Lac,2 BHK Flat for sale in Jalahalli West,1010 sqft
Kempegowda Nagar,2.09 Cr,3 BHK Residential House,1650 sqft
Ittamadu,42.0 Lac,2 BHK Builder Floor,950 sqft
Unknown,19.2 Lac,Residential Plot,600 sqft
Ganpathy Nagar,35.0 Lac,2 BHK Flat for sale in Ganpathy Nagar,708 sqft
Unknown,54.0 Lac,1 BHK Residential House,533 sqft
NelaMangala,35.0 Lac,Residential Plot,2500 sqft
Rajarajeshwari Nagar,89.0 Lac,3 BHK Flat for sale in Rajarajeshwari Nagar,1700 sqft
Mallasandra,61.5 Lac,2 BHK 1027 Sq-ft Flat/Apartment for Sale in Mallasandra,1027 sqft
Subramanyapura,57.0 Lac,3 BHK Builder Floor,1330 sqft
Kengeri,22.0 Lac,1 BHK Builder Floor,480 sqft
Ulsoor Road,1.40 Cr,3 BHK Residential House,542 sqft
BTM Layout Stage 2,80.0 Lac,2 BHK 1150 Sq-ft Flat/Apartment for Sale in BTM Layout Stage 2,1150 sqft
Bagaluru,10.5 Lac,Residential Plot,1200 sqft
Whitefield,38.0 Lac,2 BHK Flat for sale in Whitefield,1050 sqft
Singasandra,52.5 Lac,2 BHK Flat for sale in Singasandra,1148 sqft
Rajarajeshwari Nagar,41.5 Lac,1 BHK Flat for sale in Rajarajeshwari Nagar,648 sqft
NelaMangala,25.2 Lac,Residential Plot,1200 sqft
NelaMangala,90.0 Lac,5 BHK Residential House - 3000 Sq-ft,800 sqft
Whitefield,3.75 Cr,4 BHK Villa,4300 sqft
Anekal,75.0 Lac,3 BHK Villa,1680 sqft
Sarjapur Road,47.2 Lac,3 BHK Flat for sale in Sarjapur Road,1150 sqft
Rajarajeshwari Nagar,70.0 Lac,3 BHK 1300 Sq-ft Flat/Apartment for Sale in Rajarajeshwari Nagar,1100 sqft
Kothanur,76.0 Lac,3 BHK 1500 Sq-ft Flat/Apartment for Sale in Kothanur,1300 sqft
Rajarajeshwari Nagar,90.0 Lac,3 BHK 1370 Sq-ft Flat/Apartment for Sale in Rajarajeshwari Nagar,1370 sqft
Kenchenahalli,65.0 Lac,2 BHK Flat for sale in Kenchenahalli,1065 sqft
Tumkur Road,70.0 Lac,2 BHK Flat for sale in Tumkur Road,1163 sqft
Thanisandra,60.0 Lac,1 BHK Flat for sale in Thanisandra,933 sqft
Kundalahalli,1.50 Cr,3 BHK Flat for sale in Kundalahalli,1120 sqft
Chandapura,43.0 Lac,3 BHK Flat for sale in Hosur Main Road,1107 sqft
Kanaka Nagar-NRI Layout,70.0 Lac,2 BHK Residential House,650 sqft
Jnana Ganga Nagar,1.90 Cr,5 BHK Residential House,3000 sqft
Electronics City Phase 1,51.0 Lac,2 BHK 1070 Sq-ft Flat/Apartment for Sale in Electronics City Phase 1,1070 sqft
Gottigere,48.0 Lac,2 BHK 1153 Sq-ft Flat/Apartment for Sale in Gottigere,1153 sqft
Kurubarahalli,42.0 Lac,2 BHK Builder Floor,800 sqft
Channasandra,85.0 Lac,3 BHK Residential House,750 sqft
Banashankari,90.0 Lac,3 BHK Flat for sale in Banashankari,1260 sqft
Whitefield,85.0 Lac,2 BHK Flat for sale in Whitefield,1278 sqft
Vijaya bank Colony-Banaswadi,80.0 Lac,3 BHK Builder Floor,1250 sqft
Puttenahalli,52.0 Lac,2 BHK Flat for sale in Puttenahalli,1075 sqft
Doddakallasandra,1.50 Cr,3 BHK Residential House,3500 sqft
Kadubeesanahalli,92.0 Lac,2 BHK Flat for sale in Kadubeesanahalli,1257 sqft
Electronic City,15.5 Lac,Residential Plot,1200 sqft
Goraguntepalya,65.0 Lac,2 BHK 1135 Sq-ft Flat/Apartment for Sale in Goraguntepalya,950 sqft
Electronic City,36.0 Lac,2 BHK Flat for sale in Electronic City,1100 sqft
Old Airport Road,3.50 Cr,5 BHK Residential House,2100 sqft
Unknown,65.0 Lac,4 BHK Villa,1800 sqft
Kadugodi,55.0 Lac,2 BHK 1095 Sq-ft Flat/Apartment for Sale in Kadugodi,1095 sqft
MedaHalli,89.1 Lac,Residential Plot,1350 sqft
Yelahanka Dodda Ballapur Road,40.0 Lac,Residential Plot,1200 sqft
Kudlu,1.70 Cr,8 BHK Builder Floor,4500 sqft
Dasarahalli,59.0 Lac,2 BHK Flat for sale in Dasarahalli,1150 sqft
Parvathi Nagar,85.0 Lac,2 BHK Residential House,1200 sqft
Whitefield,1.35 Cr,4 BHK Villa,2300 sqft
BTS Layout,62.0 Lac,2 BHK Flat for sale in BTS Layout,850 sqft
Unknown,15.0 Lac,Residential Plot,1200 sqft
Victoria Layout,95.0 Lac,2 BHK Builder Floor,800 sqft
Kereguddadahalli,28.0 Lac,2 BHK 950 Sq-ft Flat/Apartment for Sale in Kereguddadahalli,950 sqft
Frazer Town,1.20 Cr,3 BHK 1420 Sq-ft Flat/Apartment for Sale in Frazer Town,1418 sqft
Electronics City Phase 1,30.0 Lac,Residential Plot,1500 sqft
Electronics City Phase 1,9.7 Lac,Residential Plot,750 sqft
Kundalahalli,55.0 Lac,2 BHK Flat for sale in Kundalahalli,1147 sqft
Bannerghatta Road,1.60 Cr,9 BHK Villa,3600 sqft
Whitefield,69.0 Lac,3 BHK Builder Floor,1400 sqft
Yelahanka New Town,19.0 Lac,1 BHK 450 Sq-ft Flat/Apartment for Sale in Yelahanka New Town,450 sqft
Kaggadasapura,46.0 Lac,2 BHK Flat for sale in Kaggadasapura,990 sqft
Whitefield,52.0 Lac,2 BHK Flat for sale in Whitefield,1335 sqft
Horamavu,82.7 Lac,2 BHK Flat for sale in Horamavu,1208 sqft
Kammasandra,16.0 Lac,Residential Plot,1000 sqft
Thanisandra,1.40 Cr,3 BHK Flat for sale in Thanisandra,2164 sqft
Whitefield,69.0 Lac,2 BHK Flat,1200 sqft
Sunkadakatte,30.0 Lac,2 BHK 700 Sq-ft Flat/Apartment for Sale in Sunkadakatte,700 sqft
Girinagar,95.0 Lac,3 BHK Flat for sale in Girinagar,1150 sqft
Laggere,82.0 Lac,2 BHK Residential House,1060 sqft
Begur,42.5 Lac,3 BHK Residential House,640 sqft
Koramangala Block 4,86.6 Lac,2 BHK 1155 Sq-ft Flat/Apartment for Sale in Koramangala Block 4,1155 sqft
Palm Meadows,5.0 Cr,4 BHK Villa,3100 sqft
Hennur Main Road,1.0 Cr,3 BHK Flat for sale in Hennur Main Road,1740 sqft
HBR Layout,1.15 Cr,3 BHK Builder Floor,1871 sqft
Electronics City Phase 1,51.0 Lac,2 BHK Flat for sale in Electronics City Phase 1,1070 sqft
Horamavu Agara,82.0 Lac,2 BHK Flat for sale in Horamavu Agara,1208 sqft
Horamavu,99.0 Lac,2 BHK Flat for sale in Horamavu,1370 sqft
Devanahalli,11.4 Lac,Residential Plot,1200 sqft
Jakkuru Layout,50.0 Lac,2 BHK Builder Floor,900 sqft
Kanakapura Road,95.0 Lac,3 BHK Flat for sale in Kanakapura Road,1450 sqft
Ramamurthy Nagar,1.50 Cr,2 BHK Residential House,1200 sqft
Bannerghatta Road,61.0 Lac,2 BHK Flat for sale in Bannerghatta Main Road,Ready to Move
Krishnarajapura,1.65 Cr,4 BHK Residential House,3800 sqft
Budigere,70.0 Lac,3 BHK Flat for sale in Budigere,1350 sqft
HSR Layout,1.11 Cr,Residential Plot,1500 sqft
Yelahanka,55.0 Lac,2 BHK Flat for sale in Yelahanka,873 sqft
MS Palya,27.0 Lac,Residential Plot,900 sqft
Nanjappa Layout-Adugodi,1.60 Cr,2 BHK Residential House,820 sqft
Devanahalli,11.0 Lac,Residential Plot,1200 sqft
JP Nagar Phase 5,90.0 Lac,3 BHK Flat for sale in JP Nagar Phase 5,1365 sqft
Devanahalli,55.0 Lac,Residential Plot,2400 sqyrd
Mysore Road,25.0 Lac,Residential Plot,1200 sqft
Kanakapura Road,65.0 Lac,3 BHK Flat for sale in Kanakapura Road,1300 sqft
Thanisandra Main Road,82.0 Lac,3 BHK Flat for sale in Thanisandra Main Road,1265 sqft
Sarjapur,30.0 Lac,Residential Plot,1475 sqft
Thanisandra,1.50 Cr,3 BHK Flat for sale in Thanisandra,1765 sqft
Anekal,23.0 Lac,2 BHK Flat for sale in Anekal,614 sqft
Hennur Bagalur Road,45.0 Lac,2 BHK Flat for sale in Hennur Bagalur Road,1158 sqft
EPIP Zone,75.0 Lac,3 BHK Builder Floor,1700 sqft
Gottigere,25.0 Lac,1 BHK Penthouse,600 sqft
Old Madras Road,3.0 Cr,4 BHK Flat for sale in Old Madras Road,2882 sqft
Bellandur,70.0 Lac,3 BHK Flat for sale in Bellandur,1496 sqft
Kadubeesanahalli,90.4 Lac,2 BHK Flat for sale in Kadubeesanahalli,1257 sqft
JP Nagar Phase 7,69.0 Lac,2 BHK Flat for sale in JP Nagar Phase 7,1305 sqft
Jalahalli East,51.0 Lac,2 BHK Flat for sale in Jalahalli East,1010 sqft
Mysore Road,85.0 Lac,3 BHK Flat for sale in Mysore Road,1400 sqft
Mysore Road,52.0 Lac,Residential Plot,1500 sqm
Phase 3 Basaveshvara Nagar,2.10 Cr,3 BHK 2000 Sq-ft Flat/Apartment for Sale in Phase 3 Basaveshvara Nagar,2000 sqft
Yelahanka Dodda Ballapur Road,45.0 Lac,3 BHK Flat for sale in Yelahanka Dodda Ballapur Road,1150 sqft
NelaMangala,36.0 Lac,Residential Plot,1500 sqft
Panathur,52.0 Lac,Studio Apartment,600 sqft
JP Nagar Phase 7,59.0 Lac,1 BHK Flat for sale in JP Nagar Phase 7,950 sqft
Bellandur,1.15 Cr,3 BHK Flat for sale in Bellandur,1990 sqft
Varthur,48.0 Lac,2 BHK Flat for sale in Varthur,504 sqft
NRI Layout,98.0 Lac,2 BHK Residential House,1000 sqft
Arakere,1.0 Cr,3 BHK Flat for sale in Arakere,1639 sqft
Whitefield,87.8 Lac,2 BHK Flat for sale in Whitefield,1047 sqft
Rose Garden,1.30 Cr,3 BHK Residential House,1600 sqft
Horamavu Agara,85.0 Lac,2 BHK Flat for sale in Horamavu Agara,1208 sqft
HSR Layout,1.70 Cr,3 BHK Flat for sale in HSR Layout,1760 sqft
Kalena Agrahara,74.0 Lac,2 BHK Flat for sale in Kalena Agrahara,1325 sqft
Sarjapur Road,37.0 Lac,2 BHK Flat for sale in Sarjapur Road,999 sqft
Kengeri,48.0 Lac,3 BHK 1250 Sq-ft Flat/Apartment for Sale in Kengeri,1150 sqft
Halanayakanahalli,1.35 Cr,3 BHK Flat for sale in Halanayakanahalli,1200 sqft
Horamavu,68.0 Lac,2 BHK Flat for sale in Horamavu,1050 sqft
JP Nagar,75.0 Lac,3 BHK Flat for sale in JP Nagar,1350 sqft
Begur Road,70.0 Lac,3 BHK Flat for sale in Begur Road,1500 sqft
Gunjur,90.0 Lac,2 BHK Flat for sale in Gunjur,1216 sqft
Sarjapur Road,92.0 Lac,3 BHK Flat for sale in Sarjapur Road,1622 sqft
Kengeri,37.0 Lac,2 BHK Flat for sale in Kengeri,910 sqft
Kengeri,40.0 Lac,2 BHK Flat for sale in Kengeri,888 sqft
Thanisandra,1.20 Cr,3 BHK Flat for sale in Thanisandra,1595 sqft
Ramamurthy Nagar,64.0 Lac,2 BHK Flat for sale in Ramamurthy Nagar,1250 sqft
Yelahanka Dodda Ballapur Road,32.0 Lac,2 BHK Flat for sale in Yelahanka Dodda Ballapur Road,845 sqft
Hulimavu,54.0 Lac,2 BHK Flat for sale in Hulimavu,977 sqft
Kudlu Gate,97.0 Lac,2 BHK Flat for sale in Kudlu Gate,1223 sqft
Byatarayanapura Block F,71.5 Lac,2 BHK Flat for sale in Byatarayanapura Block F,1100 sqft
Hongasandra,37.0 Lac,2 BHK Builder Floor,900 sqft
Marathahalli,96.0 Lac,2 BHK Flat for sale in Marathahalli,1260 sqft
Kaggadasapura,60.0 Lac,3 BHK Flat for sale in Kaggadasapura,1275 sqft
Baglur Road,14.0 Lac,Residential Plot,1200 sqft
Sarjapur,50.0 Lac,3 BHK Flat for sale in Sarjapur,1300 sqft
Harlur,1.60 Cr,3 BHK Flat for sale in Harlur,1869 sqft
Sarjapur Road,65.0 Lac,2 BHK Flat for sale in Sarjapur Road,1109 sqft
Unknown,1.92 Cr,Residential Plot,2400 sqft
Malur,15.0 Lac,Residential Plot,1350 sqft
Hennur Main Road,90.0 Lac,2 BHK Flat,1232 sqft
BEML Layout-RR Nagar Stage 5,65.0 Lac,2 BHK Flat for sale in BEML Layout-RR Nagar Stage 5,1342 sqft
Tumkur Road,1.20 Cr,3 BHK Flat for sale in Tumkur Road,1460 sqft
Ramagondanahalli-Whitefield,9.50 Cr,4 BHK Villa,4538 sqft
Chikkajala,98.0 Lac,Residential Plot,3350 sqft
